Name,Restaurant ID,Rating,Address,Cuisine,Cost for Two
Veg Dhaba Breakfast Kolkata,18802636,NEW,"55, Bangur Avenue, Block D, Bangur, Kolkata",Fast Food,300
Veg Dhaba Kolkata,18420511,3.4,"AS 164, Rajarhat Main Road, Near Kali Mandir, Chinar Park, Kolkata","North Indian, Chinese",500
Veg Dhaba Kolkata,22153,3.1,"55, Bangur Avenue, Block D, Bangur, Kolkata","North Indian, Chinese",500
Veg Dhaba Kolkata,25471,3.6,"Near Labony Complex, Sector 3, Salt Lake","North Indian, Chinese",500
Veg Spicy Hut Kolkata,18312870,2.9,"Shapoorji Pallonji Complex, Action Area III, New Town, Kolkata",North Indian,400
Vegetarian Valley Howrah,22704,3,"264, G.T. Road, Liluah, Howrah","North Indian, Chinese, Fast Food",500
Veggie Cafe Kolkata,18660415,3.3,"P-53, CIT Road, Scheme-VII M, Block-I, Kankurgachi, Kolkata",South Indian,300
Veggie Corner Howrah,18143247,3.8,"Shop 266/4, G.T.Road, Near Don Bosco School, Liluah, Howrah",Fast Food,200
Veggie Delights Kolkata,18296361,3.3,"106, Block D, Near D Block Park, Bangur Avenue, Bangur, Kolkata",Chinese,350
Vegly Kolkata,18547511,3.4,"41, Rupnarayan Nanda Lane, Bhawanipur, Kolkata",North Indian,300
Velvetiine Kolkata,18431451,3.6,"58/1A, Tollygunge Road, Tollygunge, Kolkata",Bakery,350
Velvetiine Kolkata,25620,3.8,"23/4A, Ray Street, Elgin Road, Elgin, Kolkata",Bakery,350
Venezia Kolkata,22469,3.6,"O2 VIP, 643, Ramkrishna Pally, V.I.P. Road, Kaikhali, Kolkata","North Indian, Chinese, Continental, Thai, Italian, Mexican",900
Verma's Cafe Howrah,18432651,3.4,"2/C Netaji Subhas Road, Shantinagar, Liluah, Howrah","Cafe, Fast Food, Burger, Sandwich, Pizza",200
Vesper Restaurant Kolkata,22743,3.4,"AC/7, Saha Bagan, Jyangra, Baguihati, Kolkata",North Indian,450
Vezlay Kolkata,18667114,-,"1/20 Block -C, Bangur Avenue, Bangur, Kolkata",North Indian,150
Vian Kolkata,18558856,3,"Chinar Park Crossing, Near Allahabad Bank, Rajarhat, Chinar Park, Kolkata","North Indian, Chinese, Continental",500
Vien Kolkata,23084,3.8,"34B, Theatre Road, Kolkata",Mishti,100
Vien Kolkata,23192,3.4,"5, Maharaja Nanda Kumar Road, Desapriya Park, Kolkata",Mishti,100
Vimal Das Fast Food Kolkata,24930,3,"1, Taratala Road, Hemanth Basu Market, Tara Tala, Kolkata","Biryani, Chinese, Fast Food",200
Vinayaka Sweets & Snacks Kolkata,18281728,3,Teesta Apt 1003 Jessore Road  Naskar bagan Near China mandir Kolkata 700055,Mishti,100
Vintage Asia - JW Marriott Hotel Kolkata Kolkata,18420362,4.6,"JW Marriott Hotel Kolkata, 4A, J.B.S Haldane Avenue, Science City Area, Kolkata","Asian, Thai, Chinese","3,000"
Viral Cafe Bistro Kolkata,18692661,4.3,"8/43, Fern Road, Gariahat, Kolkata","Fast Food, Beverages",300
Virgose - HHI Kolkata,21367,3.7,"Hotel Hindusthan International, 235/1, A.J.C. Bose Road, Elgin, Kolkata","Chinese, Continental","1,500"
Vishal Pastry Kolkata,18325259,3.6,"P43, C.I.T. Road, Scheme VII M, Kankurgachi, Kolkata","Bakery, Desserts, Fast Food",400
Vishal Pastry Kolkata,25204,3.9,"C14/1, Bus Stand, Basunagar, Madhyamgram, Barasat, Kolkata","Bakery, Desserts, Fast Food",400
Vishwanath Snacks Howrah,22557,3.3,"21/2, GT Road, Howrah Maidan, GT Road, Kolkata",Fast Food,150
Vista Kolkata,25214,3.1,"Thames International Hotel, 181, Rash Behari Avenue, Near Aliya Cinema Hall, Gariahat, Kolkata","North Indian, Chinese, Bengali",700
Vivekananda Cabin Kolkata,20722,2.6,"14C, Lansdowne Market, Sarat Bose Road, Bhawanipur, Kolkata","Chinese, North Indian",250
Vrindam- Ganpati Rajesh Kolkata,18775826,3.4,"4B, Short Street, Near St Xavier's College, Theatre Road, Kolkata","Mithai, North Indian, Chinese, Italian, Street Food",400
WBFC Kolkata,18523370,3.5,"13, Noor Ali Lane, Entally, Kolkata","Burger, Fast Food",300
WBFC Kolkata,18535156,3.3,"43B Ripon Street, Taltala, Kolkata","Fast Food, Bakery",300
WBFC Kolkata,18574144,3.2,"22 A, Ekbalpore Road, Kidderpore, Kolkata",Fast Food,200
WBFC Kolkata,18639146,3.6,"17/1, Marquis Street, Wellesley, Kolkata","Ice Cream, American, Healthy Food, Fast Food, Beverages, Finger Food, Juices, Burger",200
WFC (Wow Fried Chicken) Kolkata,18542054,3.5,"Rahara Road, I.C. Road, Chowdhary Para, Khardah, Kolkata","Burger, Street Food",400
WFC (Wow Fried Chicken) Kolkata,18574336,3.3,"94 South Sinthee Road, Opposite Ganko Opticals, Dum Dum, Kolkata","Burger, Street Food",400
WFC (Wow Fried Chicken) Kolkata,18643622,3.6,"34C, Shyampukur Street, Hatibagan, Kolkata","Burger, Street Food",400
WTF! - Where's The Food Kolkata,18775280,4.5,"E-75, Sukant Nagar, Sector 4, Salt Lake, Kolkata",Chinese,300
Waffle Junction Howrah,18617440,3.6,"35, Dr Abani Dutta Road, Vindhyanchal Apartments, Dobson Road, Howrah",Desserts,200
Waffle Junction Kolkata,18461745,4,"Plot L1, Block GP, Near Pantaloons Building, Sector 5, Salt Lake",Desserts,300
Waffle Junction Kolkata,18591029,4,"17, Sarat Bose Road, Lansdowne, Elgin, Kolkata",Desserts,300
Waffle Square Express Kolkata,18617399,2.9,"NP 232, Nayapatti, Sector 5, Salt Lake",Desserts,300
Waffle Wallah Kolkata,18574673,3.8,"4th Floor, Food Court, Quest Mall, Ballygunge, Kolkata","European, Street Food, Desserts, Momos",350
Waffle Wallah Kolkata,18589513,4.2,"18 G, Stephen Court, Park Street Area, Kolkata","Street Food, Desserts",200
Waffle Wallah Kolkata,18673778,3.7,"Action Area II D, City Centre, New Town, Kolkata","European, Street Food, Desserts",200
Waffle Wallah Kolkata,18714694,3.7,"Acropolis Mall, East Kolkata Township, 1858/1, Rajdanga Main Road, Sector 1, Shantipally, Sector B, East Kolkata, Kasba",Desserts,400
Waffle Wallah Kolkata,18728732,3.3,"Rosedale Plaza Complex, Ground Floor, Action Area-III, Block-III, New Town, Kolkata","European, Street Food, Desserts",200
Waffle Wallah Kolkata,18733142,3.8,"City Centre 1 Mall, Sector 1, Salt Lake, Kolkata","Street Food, Desserts",200
Waffle Wallah Kolkata,18757972,3.1,"PS Magnum VIP Road, Kazi Nazrul Islam Avenue, Biman Nagar, Dakhin Mart, Kaikhali, Kolkata","Street Food, Desserts",200
Waffle Wallah Kolkata,18810674,NEW,"206, Food Court, Mani Square Mall, Maniktala Main Road, Kadapara, Phool Bagan, Block A, Kankurgachi, Kolkata",Desserts,200
Waffles & Giggles Kolkata,18767873,-,"IA 84, Sector 3, Salt Lake, Kolkata",Desserts,250
Wah Ji Wah Kolkata,18659663,3.5,"37/3 Chakraberia Road, Elgin, Kolkata","Beverages, North Indian, Chinese, Rolls",400
Wah Punjab Kolkata,25181,2.9,"150, B.T. Road, Near Dunlop Bridge, Baranagar, Kolkata","North Indian, Chinese, Street Food",400
Wai Wai City Howrah,18668118,3.4,"Avani Riverside Mall, 32 Jagat Banerjee Ghat Road, Shibpur, Howrah",Chinese,300
Wai Wai City Kolkata,18643612,4,"31 Rammohan Dutta Road, Bhowanipore, Elgin, Kolkata",Chinese,300
Wai Wai City Kolkata,18655187,3.3,"17, Ground Floor, Camac Street Area, Kolkata",Chinese,300
Wai Wai City Kolkata,18687045,3.6,"CF-333, Sector 1, Sector 1, Salt Lake",Chinese,300
Wake & Bake Kolkata,18665237,3.2,"45, Naktala Road, Naktala, Kolkata","Bakery, North Indian, Bengali",600
Wake N Bake Kolkata,18730748,-,"13, Broad Street, Ballygunge, Kolkata",Fast Food,300
Wakeup Cafe Kolkata,18565728,3.9,"23C, Kankulia Road, Golpark, Kolkata 700029",Cafe,500
Waldorf Kolkata,20878,3.6,"13D, Park Street Area, Kolkata","Chinese, Asian","1,000"
Walia Da Dhaba Kolkata,24706,3.2,"2A, Garia Main Road, Garia, Kolkata",North Indian,250
Walia's Kolkata,18488192,3.1,"18C, Lake View Road, Lake Terrace, Desapriya Park, Kolkata","North Indian, Fast Food, Chinese",350
Wami Kolkata,18543580,3.4,"P1, Block B, Bangur, Kolkata","Tibetan, Momos",300
Wami Kolkata,18705927,-,"IB - 177 & 178, IB Block, Sector 3, Salt Lake",Tibetan,200
Wanderwall Kolkata,18802433,NEW,"49A, Purna Das Road, Hindustan Park, Kolkata",Continental,800
Wang's Kitchen Kolkata,18600007,3.5,"Rajarhat Main Road, Dashadrone, Dakhin Mart, Chinar Park, Kolkata","Chinese, Tibetan, Momos",300
Warm Delights Kolkata,25573,3.1,"Flat 10, 3rd Floor, 35, Nagerbazar Park, Near Nivedita Pharmacy, Nagerbazar, Kolkata","North Indian, Chinese, Continental",300
Wasabee Kolkata,18743044,-,"74A, Motilal Nehru Road, Desapriya Park, Kolkata","Burmese, Singaporean, Chinese, Japanese, Thai, Momos","1,500"
Wasabee Kolkata,22188,4.5,"30, Arya Vidyalaya Road, Kalikapur, Kolkata","Burmese, Singaporean, Chinese, Japanese, Thai, Momos","1,500"
Wat-a-Biryani Kolkata,18794387,NEW,"24B, Syed Amir Ali Avenue, Park Circus Area, Kolkata",Biryani,500
Waterfall Bar & Restaurant Howrah,18070786,-,"Ground Floor, Hotel Manish,P1, Howrah Road,  Howrah Station Area, Howrah","North Indian, Chinese",600
Waterside Cafe - Hyatt Regency Kolkata,20942,4.1,"Hyatt Regency, JA 1, Sector 3, Salt Lake","North Indian, Continental, Salad","2,800"
Watz This Friday Kolkata,23597,3.9,"P/557, Lake Road Extension, Near Vivekananda Park, Southern Avenue, Kolkata","Italian, Asian, Fast Food, American",900
We Bake Kolkata,18534922,3.2,"P-1, C.I.T Road, Scheme VI, Phoolbagan Bus Stop, Kankurgachi, Kolkata",Bakery,300
We Bake Kolkata,18534926,-,"19 B, Harish Mukherjee Road, Bhawanipur, Kolkata","Bakery, Fast Food",300
We.Desi Kolkata,18354584,4.2,"5th Floor, Westside Building, Block D, 22, Camac Street Area, Kolkata",North Indian,"1,200"
Welcome resturant Howrah,18593598,3.1,"30, Rameshwar Malia, 1st Bye Lane, Howrah Railway Station, Howrah Station Area, Howrah","North Indian, Chinese",600
Welex Food Company Kolkata,18707748,-,"Purnarsar Holding Pvt Ltd. 37 Canal South Road, Science City Area, Kolkata","North Indian, Chinese",200
West View Bar & Grill - ITC Sonar Kolkata,21627,3.9,"ITC Sonar, J.B.S. Haldane Avenue, E.M. Bypass, Science City Area, Kolkata","European, Mediterranean","4,500"
West Wind Kolkata,24262,2.7,"32/14, S.M. Ali Road, Barrackpore, Kolkata","North Indian, Chinese",450
What a Roll Kolkata,18655783,2.8,"D-15 Abhishek Complex, Amarabati, Sodepur, Kolkata","Lebanese, North Indian, Rolls",250
What's Cookin Kolkata,18573215,3.1,"CL-192, 2nd floor, Sector 2, Salt Lake","North Indian, Chinese",500
What's In D Name Kolkata,18368662,3.8,"1/1, Camac Street, Park Street Area, Kolkata",Finger Food,"1,500"
What's Up Kolkata,18017615,4.4,"122A, Southern Avenue, Kolkata","Chinese, Continental, Italian, Kebab","1,000"
What's Your Flavour? Kolkata,18709396,3.8,"16 Royd St, Taltala, Rd, Wellesly, Kolkata","Ice Cream, Beverages, Desserts",150
Whatchamacallit Kolkata,18789299,NEW,"Opposite Block 3A, Ecospace Business Park, Rajarhat, New Town, Kolkata",North Indian,300
Whatsupp Cafe Howrah,18753122,NEW,"36, Ramlal Mukharjee Lane, Dobson Road, Howrah",Fast Food,400
Whip It Up! Kolkata,18355418,3.3,"20, OC Ganguly Sarani, Near Forum Mall, Elgin, Kolkata","Bakery, Desserts",400
Whip Up Kolkata,18652712,3.4,"1/13, Arobinda Nagar, Golf Green, Kolkata",Cafe,400
Whooppee Café Kolkata,18631306,3.1,"14, Syed Amir Ali Avenue, Opposite Quest Mall, Park Circus Area, Kolkata","Cafe, Italian","1,000"
Why So Serious Kolkata,18287271,2.5,"P 58C, Near VIP Market Side Road, Kadapara, Phool Bagan, Kankurgachi, Kolkata","Cafe, Beverages, Italian, Chinese",600
Wild Mint Kolkata,18590384,3.5,"1st Floor, Centrus Mall, Tata Eden Court Building, Near Eco Space, New Town, Kolkata","Chinese, North Indian",800
Wild West Tavern Kolkata,18354574,3.4,"Gariahat Mall, 13, Jamir Lane, Ekdalia, Ballygunge, Kolkata","Mexican, American","1,200"
Wild Wings Xpress Kolkata,18670883,3.1,"C-278, Survey Park, Ajoy Nagar, Kolkata","Continental, Italian",500
Wilson's The Pub - The Lalit Great Eastern Kolkata,23901,3.9,"The Lalit Great Eastern, 1, 2, 3, Old Court House Street, Dalhousie Square, Esplanade, Kolkata",Finger Food,"2,100"
Wing Wah Kolkata,20787,3.6,"P117, Block B, Lake Town, Kolkata",Chinese,300
Wing-it Kolkata,18652336,3.3,"Block EF, 1641 Rajdanga Main Road, Kasba, Kolkata","American, Fast Food",250
Wise Owl Kolkata,21997,3.8,"66/2B, Purna Das Road, Hindustan Park, Kolkata","Cafe, Italian, Salad","1,000"
"With Love, Brownie Kolkata",18809236,NEW,"49, Southend Park, Kolkata",Bakery,250
Wok & X Howrah,18702095,-,"Fun N Food Junction, 62/2 , Rose Merry Lane, Salkia, Howrah","Chinese, Momos",400
Wok 21 Kolkata,18548560,3.9,"Ground Floor, J C 21, Sector 3, Salt Lake","Chinese, Momos",500
Wok Away- Stir Fry On The Go Kolkata,18818239,NEW,"200 Sarat Bose Road, Southern Avenue, Kolkata","Chinese, Asian",500
Wok N Grill Kolkata,18368651,3,"1/1, Prafulla Nagar, Dum Dum Road, Dum Dum, Kolkata","Chinese, Momos",600
Wok N Grill Kolkata,18681367,3.7,"CD7, Near City Centre 1, Sector 1, Salt Lake, Kolkata","Chinese, Continental",600
Wok Right In Kolkata,18848655,NEW,"6C/52, Mukundapur, Daspara Main Road, Santoshpur, Kolkata",Chinese,400
Wokaholic Kolkata,18368673,4.1,"8/1, Loudon Street Area, Kolkata","Chinese, Asian, Momos",450
Wokaholic Kolkata,18798824,NEW,"4/70, Jadavpur Central Road, Near Pollli shree Auto Stand, Bijoygarh","Chinese, Asian",450
Wokching Kolkata,18259425,3.6,"34/1A, Ballygunge Circular Road, Ballygunge, Kolkata","Chinese, Momos",700
Wokstreet Kolkata,18781461,3.4,"36, Circular Road, Landmark- Bank of Baroda, Tollygunge, Kolkata",Chinese,300
Women's Common Kitchen Kolkata,18712612,-,"CJ 102, Sector 1, Salt Lake","Fast Food, Chinese",200
Wonder Cakes by Prriti Kolkata,18325252,-,"3, Canel East road, Daspara, Ultadanga, Kolkata",Desserts,400
Wong's Kitchen Kolkata,18809225,NEW,"20/1 W, K.P. Roy Lane, Kalikapur, Kolkata",Chinese,400
Wood House - The Pet Cafe Kolkata,18675860,4.5,"86A, Under Ojas Banquets, Commercial Complex, G6 Haute Street, Topsia, Kolkata","Italian, Mexican",800
World Of Shawarmas Kolkata,18780463,-,"Shop NP-290, Near Technopolis, Nayapatty, Sector 5, Salt Lake, Kolkata","Lebanese, Fast Food",300
World of Waffles Kolkata,18607091,3.8,"BE-90, Sector 1, Salt Lake, Kolkata","Desserts, Bakery",400
World of Waffles Kolkata,18679597,2.9,"HA-20, Sector 3, Salt Lake","Desserts, Bakery",400
World of Waffles Kolkata,18801002,NEW,"8/1A, Little Russel Street, Theatre Road, Kolkata","Desserts, Bakery",400
Would You Waffle Kolkata,18636586,3.9,"Lake Mall Food Court, Lake Market, Kalighat, Kolkata",Desserts,300
Would You Waffle Kolkata,18810406,NEW,"City Centre Inox, First Floor, Block DC, Sector 1, Salt Lake, Kolkata","Desserts, Beverages",300
Would You Waffle Kolkata,18810409,NEW,"Plot K-1, Block EP and GP, Street 25, Sector 5, Salt Lake, Kolkata","Desserts, Beverages",300
Wow Bangla Kolkata,18498788,3.6,"1/1/1, Rani Sankari Lane, Near Kalighat Fire Station, Kalighat, Kolkata",Bengali,500
Wow Burger Kolkata,18557439,3.4,"C/1B, Bapuji Nagar, Jadavpur, Kolkata","Burger, Fast Food",200
Wow Chow Kolkata,18790217,NEW,"Shop 31, NKDA Market, Unitech Gate 1, New Town Action Area 3, New Town, Kolkata",Chinese,500
Wow Darjeeling Kolkata,18783081,3.2,"139, P.K.Guha Road, Near Bethua Tala Kali Mandir, Dum Dum, Kolkata","Chinese, Fast Food",500
Wow Kolkata Kolkata,25503,3.4,"First Floor, 1, Major Arterial Road, Near New Town Bus Stand, New Town, Kolkata","Chinese, North Indian",500
Wow Roll Kolkata,18420507,3.2,"148, Nagendra Nath Road, Jessrore Road, Nagerbazar, Kolkata","Street Food, Rolls",600
Wow! Bangali Kolkata,18752298,2.9,"B/29, Katjunagar, Near Katjunagar Kali Mandir, Jadavpur, Kolkata",Bengali,250
Wow! Momo Cafe Kolkata,18766585,3.3,"5th Floor, 78/1B Bidhan Sarani, Hatibagan, Kolkata",Tibetan,400
Wow! Momo Delivery Kolkata,18249147,4,"1/1, Ashutosh Chowdhury Avenue, Ballygunge, Kolkata","Tibetan, Momos",400
Wow! Momo Delivery Kolkata,18471915,3.9,"SDF Building, Ground Floor Block EP & GP Sector 5, Sector 5, Salt Lake","Tibetan, Momos",400
Wow! Momo Howrah,18451807,3.7,"Rangoli Mall, 212, Girish Ghosh Road, Liluah, Howrah","Tibetan, Chinese, Momos",400
Wow! Momo Howrah,21653,3.8,"3rd Floor, Avani Riverside Mall, 32, Jagat Banerjee Ghat Road, Shibpur, Howrah","Tibetan, Momos",300
Wow! Momo Kolkata,18217474,3.9,"1, A.J.C. Bose Road, Chowringhee, Kolkata","Tibetan, Momos",250
Wow! Momo Kolkata,18361646,3.8,"492, Diamond Harbour Road, Near Tram Depot, Behala, Kolkata","Tibetan, Chinese, Momos",200
Wow! Momo Kolkata,18602636,3.8,"53 Railway Park, Ishwar Chatterjee Road, Panihati, Sodepur, Kolkata","Tibetan, Momos",400
Wow! Momo Kolkata,18611063,4.1,"57, Park Street, Beside Vodafone Store, Park Street Area, Kolkata","Tibetan, Chinese, Continental, Momos",400
Wow! Momo Kolkata,18657106,3.9,"164/1, Maniktalla Main Road, EM Bypass, Kankurgachi, Kolkata","Tibetan, Momos",400
Wow! Momo Kolkata,18747815,-,"Shop 332, Mouza Barakhola, Metro Cash & Carry, E.M. Bypass, Ajoy Nagar, Kolkata",Tibetan,400
Wow! Momo Kolkata,18771699,-,"Central Big Bazar, New Town, Kolkata","Tibetan, Chinese, Momos",200
Wow! Momo Kolkata,18779562,3.1,"271/B Sodepur Road, Near Madhyamgram 4 Point, Sodepur, Kolkata","Tibetan, Chinese, Momos",200
Wow! Momo Kolkata,18779570,3.1,"Barasat Champadali More, Bus Stand, North 24 PGS, Barasat, Kolkata","Tibetan, Chinese, Momos",200
Wow! Momo Kolkata,21061,3.8,"RDB Boulevard, Near Big Cinemas, Salt lake, Sector 5, Salt Lake","Tibetan, Chinese, Momos",200
Wow! Momo Kolkata,23876,3.9,"138/2, Next to Citi Mart, Bidhan Sarani, Hatibagan, Kolkata","Tibetan, Momos",400
Wrap Swap Kolkata,18676415,3.3,"106, JODHPUR GARDEN, JODHPUR PARK, Jodhpur Park",Mexican,200
Wrappers Howrah,18534914,3.5,"41/1 Dr. P.K. Banerjee Road, Shibpur, Howrah","Fast Food, Momos",300
XII Zodiac‬ - The Fern Residency Kolkata,18270247,4.3,"The Fern Residency Hotel, 204, Main Arterial Road, Noapara, Chinar Park, Kolkata","Chinese, Continental, North Indian","1,500"
XXX Fast Food Center & Restaurant Kolkata,18806847,NEW,"NP-246, Nayapatti, Sector 5, Salt Lake, Kolkata","North Indian, Chinese",400
XYZ Cafe Kolkata,18706847,3.5,"CA 47, Salt Lake, Sector 1, Salt Lake, Kolkata",Cafe,"1,000"
Xebra - The Sports Lounge Kolkata,24123,3.4,"Block 4B, Premises IIF/11, Action Area II, New Town, Kolkata",Finger Food,"1,500"
Xis O Krim Kolkata,18466983,4.3,"369, Prince Anwar Shah Road, Kolkata Near Lords More, Prince Anwar Shah Road",Ice Cream,300
Xpress Cafe Kolkata,18450993,3.2,"Panchwati Shyam Baba Complex, Kaikhali, VIP Road, Biman Nagar","Cafe, Juices",300
Xrong Place Kolkata,20862,3.9,"25, Sarat Banerjee Road, Southern Avenue, Kolkata","Finger Food, Chinese","1,200"
Xspicy Kolkata,21570,3.5,"Indismart Hotel, X1, 8/3, Block EP, Sector 5, Salt Lake","North Indian, Bengali, Chinese, Continental, Seafood",800
Yagna - Vedic Village Spa Resort Kolkata,21617,4,"Vedic Village Spa Resort, Shikharpur, New Town, Kolkata","North Indian, Chinese","1,600"
Yammz Kolkata,18575634,-,"2/2, 57-B, Kalpataru Apartment, I Block More, Baghajatin, Kolkata","Chinese, Continental",400
Yarrowz Howrah,18655739,3.4,"20, Abhay Guha Road, Donbosco Gali, Liluah, Howrah, Kolkata",Fast Food,300
Yash Cakes Kolkata,23125,-,"60/1B, Chakraberia Road, Bhawanipur, Kolkata",Desserts,200
Yash Da Dhaba Kolkata,18556676,3.3,"103, Diamond Harbour Road, Kidderpore, Kolkata","North Indian, Bengali",300
Yasoda Nimke House Kolkata,18343766,3.1,"70C, Ekdalia Road, Near Ballygunge Station, Ballygunge, Kolkata","Street Food, Mishti",300
Yauatcha Kolkata,24503,4.5,"Level 5, Quest Mall, 33, Syed Amir Ali Avenue, Ballygunge, Kolkata","Tea, Chinese, Asian, Cantonese, Momos","2,000"
Yes Chinese Kolkata,18805788,NEW,"129/C, Indira Gandhi Road, Konnagar, Kolkata",Chinese,400
Yes Momo Kolkata,18398861,3.1,"2, S.N Banerjee Road, New Market Area, Kolkata",Tibetan,200
Yes! Momo Kolkata,18249177,2.8,"24, Lee Road",Tibetan,300
Yes! Momo Kolkata,18440219,3,"Metropolis Mall, 1925, Chak Garia, Hiland Park, Ajoy Nagar, Kolkata",Tibetan,200
Yin Yang Kolkata,18343770,3.5,"Gariahat Mall, 13, Jamir Lane, Ekdalia, Ballygunge, Kolkata","Chinese, Thai","1,200"
Yin Yang Kolkata,21870,2.7,"2nd Floor, City Centre 2 Mall, Chinar Park, Kolkata",Chinese,"1,000"
Yippee Point Kolkata,18653073,3.2,"77/1,  Park Street Area, Kolkata",Fast Food,200
Yo Tibet Kolkata,18618047,-,"23/32, Gariahat Road, Golpark, Kolkata",Chinese,500
Yo Yo Momo Kolkata,18249169,3.1,"Madhyamgram Bazar, Near Toto Stand, Barasat, Kolkata",Chinese,150
Yo Yo Momo Kolkata,18712620,3,,"Chinese, Tibetan",200
Yo Yo Punjabi Dhaba Kolkata,18756273,-,"Laskarhati Bazaar, DLF 2 New Town, Kolkata",North Indian,400
Yo! Noodles Kolkata,18750754,3.6,"92, Vivekananda Rd",Chinese,300
Yo's Noodle Kolkata,18682352,3.5,"47/2 A, Acharya Jagadish Chandra Bose Road, Park Circus Area, Kolkata","Chinese, Momos",400
Yo-Tibet Kolkata,18521505,2.6,"3rd Floor, Food Court, Mani Square Mall, 164/1, E.M. Bypass, Kankurgachi, Kolkata",Chinese,500
Yogiz Kolkata,18773811,-,"DN 24, Ground Floor, Sector 5, Salt Lake, Kolkata","North Indian, Chinese, Fast Food, South Indian",300
Young Bengal Hotel Kolkata,23684,3.4,"16/2, Karl Marx Sarani, Kidderpore, Kolkata",Bengali,300
Young Star Restaurant Howrah,23958,-,"320, G.T.. Road, Howrah, Shibpur, Howrah",North Indian,250
Yule Tea Lounge Kolkata,18270221,4,"Eco Island, Eco Park, Gate 3, New Town, Kolkata",Cafe,500
